time,load_shortfall_3h
2018-01-01 00:00:00,6772.8857
2018-01-01 03:00:00,2343.7954
2018-01-01 06:00:00,2782.023
2018-01-01 09:00:00,5839.748
2018-01-01 12:00:00,7581.252
2018-01-01 15:00:00,7573.1616
2018-01-01 18:00:00,5109.219
2018-01-01 21:00:00,7486.9683
2018-01-02 00:00:00,9068.491
2018-01-02 03:00:00,4809.959
2018-01-02 06:00:00,3315.9592
2018-01-02 09:00:00,8242.551
2018-01-02 12:00:00,10073.527
2018-01-02 15:00:00,10480.176
2018-01-02 18:00:00,9703.683
2018-01-02 21:00:00,10011.798
2018-01-03 00:00:00,9807.323
2018-01-03 03:00:00,5587.183
2018-01-03 06:00:00,3032.251
2018-01-03 09:00:00,6948.7056
2018-01-03 12:00:00,6810.568
2018-01-03 15:00:00,6214.678
2018-01-03 18:00:00,5646.9746
2018-01-03 21:00:00,6610.038
2018-01-04 00:00:00,7159.8184
2018-01-04 03:00:00,4471.969
2018-01-04 06:00:00,2702.0566
2018-01-04 09:00:00,5426.578
2018-01-04 12:00:00,5323.607
2018-01-04 15:00:00,7187.404
2018-01-04 18:00:00,6497.002
2018-01-04 21:00:00,5585.9346
2018-01-05 00:00:00,6668.171
2018-01-05 03:00:00,5624.1797
2018-01-05 06:00:00,2330.0967
2018-01-05 09:00:00,5523.465
2018-01-05 12:00:00,6396.9375
2018-01-05 15:00:00,5368.9556
2018-01-05 18:00:00,3651.947
2018-01-05 21:00:00,7470.2393
2018-01-06 00:00:00,9623.721
2018-01-06 03:00:00,6129.2505
2018-01-06 06:00:00,6287.672
2018-01-06 09:00:00,9108.294
2018-01-06 12:00:00,11732.645
2018-01-06 15:00:00,11495.195
2018-01-06 18:00:00,11081.884
2018-01-06 21:00:00,11554.298
2018-01-07 00:00:00,11498.73
2018-01-07 03:00:00,8900.028
2018-01-07 06:00:00,8119.612
2018-01-07 09:00:00,9716.813
2018-01-07 12:00:00,11835.989
2018-01-07 15:00:00,10674.42
2018-01-07 18:00:00,10046.571
2018-01-07 21:00:00,13735.473
2018-01-08 00:00:00,14032.709
2018-01-08 03:00:00,9062.382
2018-01-08 06:00:00,9634.465
2018-01-08 09:00:00,12990.997
2018-01-08 12:00:00,13614.616
2018-01-08 15:00:00,13968.1875
2018-01-08 18:00:00,14024.723
2018-01-08 21:00:00,15500.002
2018-01-09 00:00:00,15143.754
