time,load_shortfall_3h
2018-01-01 00:00:00,8560.933506011968
2018-01-01 03:00:00,3540.0597713206616
2018-01-01 06:00:00,3577.213636452534
2018-01-01 09:00:00,4958.141896808226
2018-01-01 12:00:00,6625.211306195324
2018-01-01 15:00:00,7254.3570578964345
2018-01-01 18:00:00,7131.066454089784
2018-01-01 21:00:00,6656.745276434474
2018-01-02 00:00:00,7945.528457905656
2018-01-02 03:00:00,4199.834595650698
2018-01-02 06:00:00,3878.073789279109
2018-01-02 09:00:00,5519.904935311787
2018-01-02 12:00:00,6552.880229491717
2018-01-02 15:00:00,7343.412420948081
2018-01-02 18:00:00,7525.578697410908
2018-01-02 21:00:00,7146.684588982778
2018-01-03 00:00:00,7590.754455563526
2018-01-03 03:00:00,4270.283000732268
2018-01-03 06:00:00,4279.662946518846
2018-01-03 09:00:00,5326.741526704278
2018-01-03 12:00:00,5548.346319594616
2018-01-03 15:00:00,5645.466773146581
2018-01-03 18:00:00,5954.870779323193
2018-01-03 21:00:00,5826.423191536552
2018-01-04 00:00:00,7247.4290009766155
2018-01-04 03:00:00,4368.905943169649
2018-01-04 06:00:00,4444.003667154446
2018-01-04 09:00:00,5720.633053279547
2018-01-04 12:00:00,5856.6907751045865
2018-01-04 15:00:00,5964.822150389199
2018-01-04 18:00:00,5860.037474954047
2018-01-04 21:00:00,5942.322946535069
2018-01-05 00:00:00,7347.793894193938
2018-01-05 03:00:00,4100.974817810377
2018-01-05 06:00:00,4054.735966399094
2018-01-05 09:00:00,5609.579046418989
2018-01-05 12:00:00,5767.23028136703
2018-01-05 15:00:00,4632.1645122742575
2018-01-05 18:00:00,4652.715534788848
2018-01-05 21:00:00,4847.444191839379
2018-01-06 00:00:00,12415.72501934955
2018-01-06 03:00:00,10267.298189930954
2018-01-06 06:00:00,10106.36506001377
2018-01-06 09:00:00,11222.588283538891
2018-01-06 12:00:00,12096.288159980739
2018-01-06 15:00:00,12096.288159980739
2018-01-06 18:00:00,12054.050090820307
2018-01-06 21:00:00,12070.075881634055
2018-01-07 00:00:00,12419.543288158427
2018-01-07 03:00:00,10317.446867179631
2018-01-07 06:00:00,10156.513737262447
2018-01-07 09:00:00,11249.764452233954
2018-01-07 12:00:00,12097.252050329118
2018-01-07 15:00:00,12033.313648985124
2018-01-07 18:00:00,12080.10894627268
2018-01-07 21:00:00,12151.661793494903
2018-01-08 00:00:00,12473.953031324214
2018-01-08 03:00:00,10321.707933096739
2018-01-08 06:00:00,10160.774803179555
2018-01-08 09:00:00,11459.901987508109
2018-01-08 12:00:00,12284.543705386908
2018-01-08 15:00:00,12682.598135331586
2018-01-08 18:00:00,12308.480104288901
2018-01-08 21:00:00,12334.558872542868
2018-01-09 00:00:00,12526.17079724888
2018-01-09 03:00:00,10397.79509670019
2018-01-09 06:00:00,10236.861966783006
2018-01-09 09:00:00,12583.980415007589
2018-01-09 12:00:00,13525.401809335704
2018-01-09 15:00:00,13525.401809335704
2018-01-09 18:00:00,13499.18953098902
