time,load_shortfall_3h
2018-01-01 00:00:00,7027.361909211878
2018-01-01 03:00:00,6669.927330179515
2018-01-01 06:00:00,8035.324798357996
2018-01-01 09:00:00,8038.569622374095
2018-01-01 12:00:00,7375.220462896898
2018-01-01 15:00:00,7424.693316416485
2018-01-01 18:00:00,7016.1837275868775
2018-01-01 21:00:00,7801.313547473402
2018-01-02 00:00:00,6029.225097430829
2018-01-02 03:00:00,7247.865755872988
2018-01-02 06:00:00,8150.141242946816
2018-01-02 09:00:00,8442.751981734631
2018-01-02 12:00:00,6449.324931739537
2018-01-02 15:00:00,8816.852737195893
2018-01-02 18:00:00,9548.01824034057
2018-01-02 21:00:00,9702.207820935899
2018-01-03 00:00:00,7810.61303892076
2018-01-03 03:00:00,8151.499422015737
2018-01-03 06:00:00,8327.991936324965
2018-01-03 09:00:00,9425.876519208583
2018-01-03 12:00:00,8681.146358696553
2018-01-03 15:00:00,8338.520130516017
2018-01-03 18:00:00,10114.72160589104
2018-01-03 21:00:00,10300.133781510289
2018-01-04 00:00:00,8297.328129600945
2018-01-04 03:00:00,9400.300306568493
2018-01-04 06:00:00,9911.416581525868
2018-01-04 09:00:00,9518.861224986265
2018-01-04 12:00:00,9425.036202051426
2018-01-04 15:00:00,9866.86021102485
2018-01-04 18:00:00,9402.335357889338
2018-01-04 21:00:00,9067.939098810695
2018-01-05 00:00:00,7516.139151929141
2018-01-05 03:00:00,7764.582720532301
2018-01-05 06:00:00,7322.327778447875
2018-01-05 09:00:00,6615.789942429503
2018-01-05 12:00:00,7295.5943975518985
2018-01-05 15:00:00,7710.695975589701
2018-01-05 18:00:00,8287.68174876507
2018-01-05 21:00:00,8419.016347545601
2018-01-06 00:00:00,5750.270323746555
2018-01-06 03:00:00,7468.435435543028
2018-01-06 06:00:00,7859.935802179613
2018-01-06 09:00:00,7681.913906610351
2018-01-06 12:00:00,9432.775203843095
2018-01-06 15:00:00,10230.676847714003
2018-01-06 18:00:00,9940.847805986055
2018-01-06 21:00:00,10554.327021145651
2018-01-07 00:00:00,7657.352550121904
2018-01-07 03:00:00,8488.565699583696
2018-01-07 06:00:00,9180.927267037456
2018-01-07 09:00:00,8890.752381008673
2018-01-07 12:00:00,8171.8408771147715
2018-01-07 15:00:00,9070.560085851175
2018-01-07 18:00:00,10126.289872039302
2018-01-07 21:00:00,10553.63932197568
2018-01-08 00:00:00,7206.897030943994
2018-01-08 03:00:00,7556.505361896428
2018-01-08 06:00:00,9112.997505160414
2018-01-08 09:00:00,8129.252748427247
2018-01-08 12:00:00,9248.540460621554
2018-01-08 15:00:00,11434.750341304387
2018-01-08 18:00:00,10865.892729366698
2018-01-08 21:00:00,11806.52772043579
2018-01-09 00:00:00,10314.22920022409
2018-01-09 03:00:00,8463.588020223073
2018-01-09 06:00:00,9821.515778910272
2018-01-09 09:00:00,9490.140557697106
2018-01-09 12:00:00,9570.42455171844
2018-01-09 15:00:00,9227.557693589835
2018-01-09 18:00:00,9901.892170922842
2018-01-09 21:00:00,9870.96995216831
2018-01-10 00:00:00,8656.804150013333
2018-01-10 03:00:00,8402.939746234746
2018-01-10 06:00:00,8701.052534265413
2018-01-10 09:00:00,9505.897145212892
2018-01-10 12:00:00,9088.900418650732
2018-01-10 15:00:00,7509.534462119267
2018-01-10 18:00:00,8617.109275673689
2018-01-10 21:00:00,8573.337889109578
2018-01-11 00:00:00,7047.776814081619
2018-01-11 03:00:00,7741.196711686409
2018-01-11 06:00:00,7595.368393395485
2018-01-11 09:00:00,7998.067778756629
2018-01-11 12:00:00,6079.3434936779095
2018-01-11 15:00:00,6475.2367080532795
2018-01-11 18:00:00,8672.63646619712
2018-01-11 21:00:00,9113.720471283175
2018-01-12 00:00:00,8858.824689697469
2018-01-12 03:00:00,8093.289870689461
2018-01-12 06:00:00,8649.962433718636
2018-01-12 09:00:00,8210.205989017772
2018-01-12 12:00:00,9951.872536877863
2018-01-12 15:00:00,10735.817334284253
2018-01-12 18:00:00,11333.374747980353
2018-01-12 21:00:00,10694.534039941209
2018-01-13 00:00:00,9177.345808787975
2018-01-13 03:00:00,10301.941927986074
2018-01-13 06:00:00,9130.200937828657
2018-01-13 09:00:00,9104.229556466238
2018-01-13 12:00:00,10433.446182034813
2018-01-13 15:00:00,10597.90051977229
2018-01-13 18:00:00,11538.875189124847
2018-01-13 21:00:00,9030.010373014415
2018-01-14 00:00:00,6723.388754972588
2018-01-14 03:00:00,8910.671809606163
2018-01-14 06:00:00,7807.186229189743
2018-01-14 09:00:00,8623.210481600847
2018-01-14 12:00:00,8391.951149565382
2018-01-14 15:00:00,10133.5229749282
2018-01-14 18:00:00,9564.39177208739
2018-01-14 21:00:00,9625.017222123519
2018-01-15 00:00:00,7869.060616016872
2018-01-15 03:00:00,8534.546532113109
2018-01-15 06:00:00,9566.697741841566
2018-01-15 09:00:00,9222.27441073879
2018-01-15 12:00:00,10466.768901655207
2018-01-15 15:00:00,10795.878244130632
2018-01-15 18:00:00,9636.231171645277
2018-01-15 21:00:00,9926.345290584622
2018-01-16 00:00:00,8464.93527667133
2018-01-16 03:00:00,9558.141999263788
2018-01-16 06:00:00,9332.104262609826
2018-01-16 09:00:00,9230.465443667956
2018-01-16 12:00:00,9658.590799436226
2018-01-16 15:00:00,10200.592444760576
2018-01-16 18:00:00,10232.95666688425
2018-01-16 21:00:00,9856.738664065158
2018-01-17 00:00:00,7419.361632917591
2018-01-17 03:00:00,7508.224047535775
2018-01-17 06:00:00,8713.023775719244
2018-01-17 09:00:00,9487.986814458403
2018-01-17 12:00:00,9841.26013786089
2018-01-17 15:00:00,10512.183441115609
2018-01-17 18:00:00,10133.431521442466
2018-01-17 21:00:00,11252.62338078684
2018-01-18 00:00:00,9685.67002796607
2018-01-18 03:00:00,11123.862023920665
2018-01-18 06:00:00,8449.020349681321
2018-01-18 09:00:00,9393.132963014805
2018-01-18 12:00:00,10443.472469471717
2018-01-18 15:00:00,11196.630853066632
2018-01-18 18:00:00,10880.367680355468
2018-01-18 21:00:00,11288.12148497447
2018-01-19 00:00:00,9163.775989512427
2018-01-19 03:00:00,9536.11208971919
2018-01-19 06:00:00,9270.016031708346
2018-01-19 09:00:00,9184.255881383719
2018-01-19 12:00:00,9555.421443895733
2018-01-19 15:00:00,10691.346274069108
2018-01-19 18:00:00,10188.464991416378
2018-01-19 21:00:00,9323.790055802994
2018-01-20 00:00:00,8649.767850514596
2018-01-20 03:00:00,8558.748275441583
2018-01-20 06:00:00,9377.81429990212
2018-01-20 09:00:00,8983.870984909256
