time,load_shortfall_3h
2018-01-01 00:00:00,10153.590000000002
2018-01-01 03:00:00,6670.433333333336
2018-01-01 06:00:00,4975.513333333334
2018-01-01 09:00:00,7602.153333333342
2018-01-01 12:00:00,10232.153333333334
2018-01-01 15:00:00,11158.48
2018-01-01 18:00:00,8985.009999999998
2018-01-01 21:00:00,7408.399999999989
2018-01-02 00:00:00,10467.683333333329
2018-01-02 03:00:00,5629.369999999999
2018-01-02 06:00:00,5293.503333333334
2018-01-02 09:00:00,5424.24333333333
2018-01-02 12:00:00,7758.286666666666
2018-01-02 15:00:00,8072.8899999999985
2018-01-02 18:00:00,8233.463333333328
2018-01-02 21:00:00,8108.903333333325
2018-01-03 00:00:00,9673.229999999983
2018-01-03 03:00:00,5333.560000000002
2018-01-03 06:00:00,3194.2333333333318
2018-01-03 09:00:00,4860.409999999996
2018-01-03 12:00:00,5230.459999999995
2018-01-03 15:00:00,5499.0533333333315
2018-01-03 18:00:00,5400.65
2018-01-03 21:00:00,5175.329999999998
2018-01-04 00:00:00,8295.976666666653
2018-01-04 03:00:00,4387.4166666666715
2018-01-04 06:00:00,3493.4966666666705
2018-01-04 09:00:00,5174.019999999999
2018-01-04 12:00:00,6229.67666666667
2018-01-04 15:00:00,5619.006666666671
2018-01-04 18:00:00,5508.350000000002
2018-01-04 21:00:00,5788.496666666666
2018-01-05 00:00:00,8217.316666666657
2018-01-05 03:00:00,5457.82666666667
2018-01-05 06:00:00,3493.566666666668
2018-01-05 09:00:00,4516.510000000001
2018-01-05 12:00:00,5981.703333333334
2018-01-05 15:00:00,5462.943333333333
2018-01-05 18:00:00,5097.350000000003
2018-01-05 21:00:00,5462.470000000007
2018-01-06 00:00:00,6800.233333333334
2018-01-06 03:00:00,6402.540000000005
2018-01-06 06:00:00,6037.256666666663
2018-01-06 09:00:00,6743.806666666663
2018-01-06 12:00:00,8202.886666666665
2018-01-06 15:00:00,7819.939999999997
2018-01-06 18:00:00,7858.823333333333
2018-01-06 21:00:00,8048.44333333333
2018-01-07 00:00:00,7709.733333333343
2018-01-07 03:00:00,7542.836666666662
2018-01-07 06:00:00,6581.75333333333
2018-01-07 09:00:00,6832.426666666659
2018-01-07 12:00:00,8137.039999999997
2018-01-07 15:00:00,8078.613333333333
2018-01-07 18:00:00,8206.493333333332
2018-01-07 21:00:00,7966.566666666663
2018-01-08 00:00:00,8321.730000000003
2018-01-08 03:00:00,7684.693333333333
2018-01-08 06:00:00,6730.329999999996
2018-01-08 09:00:00,7020.18
2018-01-08 12:00:00,7699.586666666664
2018-01-08 15:00:00,7795.7466666666605
2018-01-08 18:00:00,7371.473333333331
2018-01-08 21:00:00,7295.1233333333275
2018-01-09 00:00:00,8584.36
